asset_id,side,side_code,name,representative_system,kind,group,category,comparison_group,platform_domain,engagement_domain,echelon,short_role,has_hero_3d_model,current_icon_image,icon_image_status,current_gallery_images,gallery_image_count,prior_3d_tier,prior_sourcing_status,prior_model_source,prior_model_license,prior_model_notes,prior_manifest_match,reference_links,found_model_url,found_model_license,found_model_poly_count,found_image_urls,found_image_license,sourcing_notes
side_b-armor-t-80bvm,Russia,RU,T-80BVM,T-80BVM — Main battle tank,platform,Armor,armor-main-battle-tank,,,land,tactical,Main battle tank,no,/icons/t-80bvm.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/t-80bv-26b939601a5e416c8ff19f7d6cf781cb,Free,"Close variant (T-80BV, not BVM specifically)",T-80BVM,https://www.armyrecognition.com/military-products/army/main-battle-tanks/main-battle-tanks/t-80bvm-mbt-main-battle-tank-technical-data | https://www.globalsecurity.org/military/world/russia/t-80.htm,,,,,,
side_b-armor-t-90m-proryv,Russia,RU,T-90M 'Proryv',T-90M 'Proryv' — Main battle tank,platform,Armor,armor-main-battle-tank,,,land,tactical,Main battle tank,no,/icons/t-90m-proryv.png,local placeholder — file not in repo,,0,Hero,Sourced,sketchfab.com/3d-models/t-90m-with-interior-free-f465e873d8d0468abd5d84b1ecc22f19,Free,,T-90M 'Proryv',https://armyrecognition.com/news/army-news/2025/alert-russia-increases-production-of-most-modern-t-90m-tank-to-300-yearly-with-target-of-1-000-by-2028 | https://www.globalsecurity.org/military/world/russia/t-90m-proryv-3.htm,,,,,,
side_b-artillery-2s19-msta-s,Russia,RU,2S19 Msta-S,2S19 Msta-S — Self-propelled artillery (tracked),platform,Artillery & Mortars,artillery-self-propelled,,,land,tactical,Self-propelled artillery (tracked),no,/icons/2s19-msta-s.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/2s19-msta-s-low-poly-64f3ecce8fb747b08dc99d24b569f02d,Free,,2S19 Msta-S,https://en.wikipedia.org/wiki/2S19_Msta,,,,,,
side_b-artillery-2s7-pion-malka,Russia,RU,2S7 Pion / Malka,"2S7 Pion / Malka — Self-propelled artillery (heavy, tracked)",platform,Artillery & Mortars,artillery-self-propelled,,,land,tactical,"Self-propelled artillery (heavy, tracked)",no,/icons/2s7-pion-malka.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/2s7-pion-m-1975-c1a2ee60649548a0b771f71a4f7a4782,Free,,2S7 Pion / Malka,https://en.wikipedia.org/wiki/2S7_Pion | https://www.militaryfactory.com/armor/detail.php?armor_id=143,,,,,,
side_b-artillery-mlrs-grad,Russia,RU,BM-21 Grad,BM-21 Grad (122mm MLRS); modernized as Tornado-G,platform,Artillery & Mortars,artillery-rocket,mlrs_light,,land,tactical,"Truck-mounted unguided rocket artillery for saturating an area target — cheap per shot, imprecise per shot, still in wide use.",yes,https://commons.wikimedia.org/wiki/Special:FilePath/1_multiple_rocket_launcher_BM-21_Grad.JPG,external url,https://commons.wikimedia.org/wiki/Special:FilePath/1_multiple_rocket_launcher_BM-21_Grad.JPG,1,Icon,Sourced,sketchfab.com/3d-models/bm-21-grad-low-poly-0a358a81e71140d7b0446c2fb25291cc,Free,,BM-21 Grad,https://www.forecastinternational.com/archive/disp_pdf.cfm?DACH_RECNO=1591 | https://www.globalsecurity.org/military/world/russia/bm-21.htm | https://commons.wikimedia.org/wiki/File:1_multiple_rocket_launcher_BM-21_Grad.JPG,,,,,,
side_b-artillery-bm-27-uragan,Russia,RU,BM-27 Uragan,"BM-27 Uragan — Multiple launch rocket system (unguided, long-range)",platform,Artillery & Mortars,artillery-rocket,,,land,operational,"Multiple launch rocket system (unguided, long-range)",no,/icons/bm-27-uragan.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/bm-27-uragan-536cf77932ae4784ad5ad1d69937eaa2,Free,,BM-27 Uragan,https://en.wikipedia.org/wiki/BM-27_Uragan | https://www.army-technology.com/projects/uragan/,,,,,,
side_b-artillery-tos-1a,Russia,RU,TOS-1A,TOS-1A — Heavy flamethrower / thermobaric MLRS,platform,Artillery & Mortars,artillery-rocket,,,land,operational,Heavy flamethrower / thermobaric MLRS,no,/icons/tos-1a.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/ba-tos-1a-solntsepek-f3bc2a1d1f284b068ef87e61e3fb0e4d,Free (fan-project license),,TOS-1A,https://en.wikipedia.org/wiki/TOS-1 | https://www.globalsecurity.org/military/world/russia/tos-1a.htm,,,,,,
side_b-c2-comms-strelets,Russia,RU,Strelets Reconnaissance-Fire Terminal,Sozvezdie-M2 'Strelets' automated reconnaissance and fire-control terminal,platform,C2 & Communications,c2-squad-level,,land,c2_comms,tactical,"Soldier-portable terminal that lets a small unit designate a target and request fire directly, without routing through a higher headquarters first.",no,/icons/strelets-terminal.png,local placeholder — file not in repo,,0,,,,,,,,,,,,,
side_b-ew-jammer-zhitel,Russia,RU,R-330Zh Zhitel,R-330Zh Zhitel (NVP Protek),platform,Electronic Warfare,ew-jamming,electronic_warfare,land,cyber_ew,operational,"Truck-mounted jamming station targeting satellite navigation, satellite phones and cellular networks over a wide radius.",no,/icons/r330zh-zhitel.png,local placeholder — file not in repo,,0,,,,,,,https://en.wikipedia.org/wiki/R-330Zh_Zhitel | https://www.armyrecognition.com/military-products/army/electronic-warfare/r-330zh-jamming-station-russia-uik | https://www.kyivpost.com/analysis/32435,,,,,,
side_b-ground-robots-kurier,Russia,RU,Kurier,"Kurier — Ground robot (tracked, modular)",platform,Ground Robots (UGV),ground-robot-logistics,,,land,tactical,"Ground robot (tracked, modular)",no,/icons/kurier.png,local placeholder — file not in repo,,0,Hero,No free source,-,-,Too recent (2024+) for hobbyist modelers; needs custom commission,Kurier,https://militarnyi.com/en/articles/russian-unmanned-ground-vehicles-deployed-in-the-war-against-ukraine/,,,,,,
side_b-ground-robots-omich-2,Russia,RU,Omich-2,Omich-2 — Ground robot (logistics/transport/casevac),platform,Ground Robots (UGV),ground-robot-logistics,,,land,tactical,Ground robot (logistics/transport/casevac),no,/icons/omich-2.png,local placeholder — file not in repo,,0,Icon,No free source,-,-,,Omich-2,https://defence-blog.com/russian-airborne-units-evaluate-omich-2-unmanned-vehicle/ | https://militarnyi.com/en/news/russian-omich-robotic-platform-spotted-near-the-combat-zone/,,,,,,
side_b-ground-robots-uran-6,Russia,RU,Uran-6,Uran-6 — Ground robot (remote mine clearance),platform,Ground Robots (UGV),ground-robot-engineering,,,land,tactical,Ground robot (remote mine clearance),no,/icons/uran-6.png,local placeholder — file not in repo,,0,Icon,No free source,-,Paid only (~$19-39),,Uran-6,https://www.army-technology.com/projects/uran-6-mine-clearing-robot/ | https://armyrecognition.com/news/army-news/2020/russian-southern-district-engineers-receive-advanced-uran-6-mine-clearance-robot,,,,,,
side_b-ground-robots-uran-9,Russia,RU,Uran-9,"Uran-9 — Ground robot (armed, remotely controlled)",platform,Ground Robots (UGV),ground-robot-combat,,,land,tactical,"Ground robot (armed, remotely controlled)",no,/icons/uran-9.png,local placeholder — file not in repo,,0,Icon,No free source,sketchfab.com/3d-models/uran-9-2d7fb8aa895843139a4c062325e13f17,Paid (Sketchfab Store),,Uran-9,https://en.wikipedia.org/wiki/Uran-9 | https://www.army-technology.com/projects/uran-9-unmanned-ground-combat-vehicle/,,,,,,
side_b-ground-robots-varan,Russia,RU,Varan,"Varan — Ground robot (tracked, modular, combat-capable)",platform,Ground Robots (UGV),ground-robot-multipurpose,,,land,tactical,"Ground robot (tracked, modular, combat-capable)",no,/icons/varan.png,local placeholder — file not in repo,,0,Icon,No free source,-,-,,Varan,https://militarnyi.com/en/articles/russian-unmanned-ground-vehicles-deployed-in-the-war-against-ukraine/,,,,,,
side_b-logistics-hub-op-near,Russia,RU,Near-Rear Logistics Point,"Generic battalion/regimental near-rear supply point — composite, not a named facility",composite/site,Logistics,logistics-hub,,,logistics,operational,"Near-rear point that pushes fuel, ammunition and drone airframes forward to units operating within the drone-dense corridor.",no,/icons/logistics-hub.png,local placeholder — file not in repo,,0,,,,,,,,,,,,,
side_b-medical-casevac-chain,Russia,RU,Point of Injury / Casualty Collection Point,Point-of-injury care + forward Casualty Collection Point (CCP) — the first link in the evacuation chain,platform,Medical / Casevac,medical-casevac,,,medical,tactical,The first link in the evacuation chain — point-of-injury first aid and a forward collection point before movement rearward.,no,/icons/casevac-ccp.png,local placeholder — file not in repo,,0,,,,,,,,,,,,,
side_b-naval-admiral-grigorovich,Russia,RU,Admiral Grigorovich-class frigate (Project 11356R),Admiral Grigorovich-class (Project 11356R) guided-missile frigate,platform,Naval / Maritime,naval-frigate,,,sea,strategic,"Guided-missile frigate, the Black Sea Fleet's primary surface Kalibr launch platform",no,/icons/admiral-grigorovich.png,local placeholder — file not in repo,,0,,,,,,,https://www.naval-technology.com/projects/project-11356-admiral-grigorovich-class-frigates/ | https://www.globalmilitary.net/ships/admiral-grigorovich/ | https://www.fpri.org/article/2024/02/russias-black-sea-fleet-in-the-special-military-operation-in-ukraine/,,,,,,
side_b-naval-fleet-black-sea,Russia,RU,Black Sea Fleet Surface Presence,"Composite — Black Sea Fleet surface combatants (e.g. Admiral Grigorovich-class frigates), representing the fleet's post-2023 basing pattern",composite/site,Naval / Maritime,naval-surface-fleet,,,sea,strategic,"Representative Black Sea Fleet surface presence, shown at a distance reflecting its forced relocation away from Crimea toward more distant, less exposed basing.",no,https://commons.wikimedia.org/wiki/Special:FilePath/Russian_cruiser_Moskva.jpg,external url,https://commons.wikimedia.org/wiki/Special:FilePath/Russian_cruiser_Moskva.jpg,1,,,,,,,https://www.usni.org/magazines/proceedings/2025/september/ukraines-magura-naval-drones-black-sea-equalizers | https://www.armyrecognition.com/news/navy-news/2024/ukrainian-magura-v5-drone-paralyzes-russian-black-sea-fleet-damages-18-ships-in-18-months | https://commons.wikimedia.org/wiki/File:Russian_cruiser_Moskva.jpg,,,,,,
side_b-naval-kilo-636-3,Russia,RU,Improved Kilo-class submarine (Project 636.3),Improved Kilo-class (Project 636.3) diesel-electric attack submarine,platform,Naval / Maritime,naval-submarine,,,sea,strategic,"Diesel-electric attack submarine, land-attack cruise missile launch platform",no,/icons/kilo-636-3.png,local placeholder — file not in repo,,0,,,,,,,https://www.usni.org/magazines/proceedings/2023/august/russias-kilo-class-submarine-improved-and-more-deadly-ever | https://www.navalnews.com/naval-news/2022/02/russias-improved-kilo-class-submarine-entering-black-sea/ | https://www.globalsecurity.org/military/world/russia/636m.htm,,,,,,
side_b-strategic-target-power-plant,Russia,RU,Power Generation & Grid Node,"Composite — a generic thermal/hydro generation plant and grid substation, not a named facility",composite/site,Strategic Targets,strategic-infrastructure-target,,,land,strategic,Representative strategic-rear infrastructure target — mirrors the equivalent node on the other side for a symmetric picture of what deep-strike systems on both sides can reach.,no,/icons/power-plant.png,local placeholder — file not in repo,,0,,,,,,,,,,,,,
side_b-uav-forpost-ru,Russia,RU,Forpost-RU,"Forpost-RU — Strike-reconnaissance UAV (Israeli-derived, license-built)",platform,UAVs,uav-strike,,,air,tactical,"Strike-reconnaissance UAV (Israeli-derived, license-built)",no,/icons/forpost-ru.png,local placeholder — file not in repo,,0,Icon,No free source,-,Paid only (~$20 TurboSquid/CGTrader),Base airframe is licensed IAI Searcher,Forpost-RU,https://www.militaryfactory.com/aircraft/detail.php?aircraft_id=1486 | https://www.globalmilitary.net/aircraft/forpost/,,,,,,
side_b-uav-gerbera,Russia,RU,Gerbera,Gerbera — Low-cost decoy / multifunctional drone,platform,UAVs,uav-strike,,,air,tactical,Low-cost decoy / multifunctional drone,no,/icons/gerbera.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/uav-gerbera-low-poly-0b619df8b433445f8d22f3c4afdf7758,Free,"Exact match, excellent find",Gerbera,https://en.wikipedia.org/wiki/Gerbera_(drone) | https://militarnyi.com/en/news/ukrainian-defense-intelligence-russians-significantly-modernized-shahed-and-gerbera-drones/,,,,,,
side_b-uav-kub-1,Russia,RU,KUB-1,KUB-1 — Loitering munition (small),platform,UAVs,uav-strike,,,air,tactical,Loitering munition (small),no,/icons/kub-1.png,local placeholder — file not in repo,,0,Icon,Weak / Verify,sketchfab.com/models/a5cd8b92430f4dda97b368b0832fb97f/embed,Verify license,"Kalashnikov KUB-BLA — same family, verify exact variant",KUB-1,https://en.wikipedia.org/wiki/ZALA_Kub-BLA | https://www.armyrecognition.com/focus-analysis-conflicts/army/conflicts-in-the-world/russia-ukraine-war-2022/russia-confirms-deployement-in-ukraine-of-new-kub-loitering-munition-able-to-reach-target-at-50-km,,,,,,
side_b-uav-strike-lancet,Russia,RU,Lancet Loitering Munition,ZALA Lancet (Lancet-1 / Lancet-3),platform,UAVs,uav-strike,loitering_munition_tactical,,air,tactical,"Catapult-launched loitering munition used for combined reconnaissance and precision strike against vehicles, artillery, and personnel near the line.",yes,https://commons.wikimedia.org/wiki/Special:FilePath/ZALA_Lancet_at_IDEX_2025.jpg,external url,https://commons.wikimedia.org/wiki/Special:FilePath/ZALA_Lancet_at_IDEX_2025.jpg,1,Hero,Sourced,sketchfab.com/3d-models/lancet-70e13fd9906447f1b21f03ca9d4479e8,Free,Exact match,Lancet (Izdelie-52),https://en.wikipedia.org/wiki/ZALA_Lancet | https://www.kyivpost.com/analysis/23923 | https://www.pravda.com.ua/eng/news/2026/05/08/8033872/,,,,,,
side_b-uav-orion,Russia,RU,Orion,Orion — Medium-altitude long-endurance UAV,platform,UAVs,uav-strike,,,air,tactical,Medium-altitude long-endurance UAV,no,/icons/orion.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/orion-e-fixed-wing-male-uav-by-kronstadt-8fe0b8ca71e8404d8ba3a0c65c64315b,"Free, CC-BY",Alt fan-project free: ba-orion-70b84112b0164fd6ad1ff8f0180a9379,Orion,https://en.wikipedia.org/wiki/Kronshtadt_Orion | https://nationalinterest.org/blog/buzz/orion-uav-russias-answer-ukraines-turkish-drones-198374,,,,,,
side_b-uav-reconnaissance-tactical,Russia,RU,Orlan-10,STC Orlan-10,platform,UAVs,uav-reconnaissance,reconnaissance_uav,,air,tactical,"The most widely fielded Russian tactical ISR drone — spots targets, adjusts artillery fire, and hands strike targets to Lancet crews.",yes,https://commons.wikimedia.org/wiki/Special:FilePath/UAV_Orlan-10.JPG,external url,https://commons.wikimedia.org/wiki/Special:FilePath/UAV_Orlan-10.JPG,1,Hero,Sourced,sketchfab.com/3d-models/orlan-f0f9e877c22443abad0126da0aefd080,"Free, CC-BY",Decimate significantly for map-view use,Orlan-10,https://en.wikipedia.org/wiki/Orlan-10 | https://combatoperators.com/vehicles/air/uav/orlan-10/ | https://commons.wikimedia.org/wiki/File:UAV_Orlan-10.JPG,,,,,,
side_b-uav-shahed-136-geran-2,Russia,RU,Shahed-136 / Geran-2,Shahed-136 / Geran-2 — Long-range one-way attack drone,platform,UAVs,uav-strike,,,air,tactical,Long-range one-way attack drone,no,/icons/shahed-136-geran-2.png,local placeholder — file not in repo,,0,Hero,Sourced,sketchfab.com/3d-models/shahed-136-bfc7a02b26814f51a265e57fcf2babc6,Free (CC BY-NC-ND — check for commercial use),Many free options exist; alt: geranium-2-8f12f601efe44a73b47e30a7077cf249,Shahed-136 / Geran-2,https://en.wikipedia.org/wiki/HESA_Shahed_136 | https://www.hisutton.com/Russian-Geran-Shahed-Drones.html,,,,,,
side_b-uav-supercam-s350,Russia,RU,Supercam S350,Supercam S350 — Reconnaissance UAV,platform,UAVs,uav-reconnaissance,,,air,tactical,Reconnaissance UAV,no,/icons/supercam-s350.png,local placeholder — file not in repo,,0,Icon,Weak / Verify,sketchfab.com/models/a8f8658ead2b45e7b66779a2bd527d9d/embed,Verify free status,,Supercam S350,https://www.armyrecognition.com/archives/archives-defense-exhibitions/2026-archives-news-defense-exhibitions/world-defense-show-2026/russia-unveils-supercam-s350-drone-with-240-km-range-for-artillery-targeting-operations-2,,,,,,
side_b-uav-zala-z-16,Russia,RU,Zala Z-16,Zala Z-16 — Reconnaissance UAV,platform,UAVs,uav-reconnaissance,,,air,tactical,Reconnaissance UAV,no,/icons/zala-z-16.png,local placeholder — file not in repo,,0,Icon,Sourced,sketchfab.com/3d-models/zala-421-16e2-25c8c177042340238af814ded16ca24b,Free,Close variant (Zala 421-16E2),Zala Z-16,https://www.armyrecognition.com/focus-analysis-conflicts/army/conflicts-in-the-world/russia-ukraine-war-2022/russia-upgrades-zala-z-16-reconnaissance-drone-with-ai-to-autonomously-evade-ukrainian-drone-interceptors | https://zala-aero.com/en/product/zala-z-16/,,,,,,
